,index,Unnamed: 0,abstract,president
2214,204,204,"Newly revealed calls between President Trump and Roger Stone dovetailed with key developments in the theft of Democratic emails, prosecutors said.",Trump
2215,205,205,"Richard M. Nixon and Bill Clinton sustained unanimous losses when they sought to withhold evidence, suggesting that President Trump may face an uphill fight.",Trump
2216,206,206,"The former Trump campaign chairman testified at the trial of a longtime Trump adviser, Roger J. Stone Jr.",Trump
2217,207,207,John Eisenberg played down aides’ complaints about Ukraine policy.,Trump
2218,208,208,"The former national security adviser would be an important witness in the impeachment inquiry, but his lawyer wants a court to rule on whether he should testify.",Trump
2219,209,209,"Former President Petro Poroshenko alternately flattered President Trump, signed deals with U.S. firms and met with Rudolph Giuliani.",Trump
2220,210,210,"Mr. Stone, a longtime informal Trump adviser, faces charges of lying, obstruction and witness tampering.",Trump
2221,211,211,Michael Lind’s “The New Class War” sees class divisions at the heart of America’s current political divide.,Trump
2222,212,212,He lacks a clear moral or strategic framework.,Trump
2223,213,213,"The United States  notified the United Nations on Monday that it would leave the Paris climate agreement, starting the clock on a yearlong withdrawal process. ",Trump
2224,214,214,Republican foreign policy was once defined by clashing world views. Now it’s defined only by loyalty to the president.,Trump
2225,215,215,The president has shown us exactly what happens when good people do nothing.,Trump
2226,216,216,"Steven Menashi, who faces a key vote Thursday, helped devise an Education Department plan to use Social Security data to deny students debt relief, an effort that a judge ruled violated privacy laws.",Trump
2227,217,217,Mr. Trump’s defense team includes some of his favorite television personalities and several of his personal lawyers.,Trump
2228,218,218,House investigators released the interview transcript of a witness who provided one of the most damning accounts about the actions at the heart of the inquiry.,Trump
2229,219,219,The president believes that what is good for him and what is good for the country are indistinguishable.,Trump
2230,220,220,Their contempt for Congress should be met with a legal and political fusillade.,Trump
2231,221,221,Lev Parnas has shown us Trumpism from the inside.,Trump
2232,222,222,The president weighed in before thousands were expected to gather in Virginia’s capital for a gun rights rally.,Trump
2233,223,223,"So far, the president has offered something for both hawks and isolationists. Will that last?",Trump
2234,224,224,"The House impeachment managers will read the charges against President Trump in the Senate, and the chief justice of the United States and every senator will swear to do “impartial justice.”",Trump
2235,225,225,Why did the president target Qassim Suleimani? Because he’s obsessed with Jimmy Carter.,Trump
2236,226,226,"China has suffered short-term pain from the trade war, but it stands to gain in the long term.",Trump
2237,227,227,President Trump cited Maj. Gen. Qassim Suleimani’s “horrible past” as possibly reason enough for the drone strike that killed him.,Trump
2238,228,228,Part of President Trump’s appeal reflected his criticisms of America’s entanglements abroad. The uncertainty in the Middle East could threaten his re-election chances.,Trump
2239,229,229,"The chief justice was sworn in as the presiding officer and senators swore to do “impartial justice,” as the Senate opened only the third presidential impeachment trial in U.S. history.",Trump
2240,230,230,"Drawings of the proceedings from inside the Senate chamber, where no photos are allowed.",Trump
2241,231,231,Voters in this presidential election are more concerned with the candidates’ values than their proposals.,Trump
2242,232,232,Let’s tally up the results of his efforts with Iran.,Trump
2243,233,233,"Unstable and impeached, the president pushes the U.S. toward war with Iran.",Trump
2244,234,234,The president interrupted a meeting with campaign advisers to scold his health and human services secretary about the administration’s ban on most flavored e-cigarettes.,Trump
2245,235,235,The president formally announced that he would nominate Judy Shelton and Christopher Waller to the Federal Reserve’s seven-person Board of Governors.,Trump
2246,236,236,The candidates were short on specifics at Tuesday’s debate when pressed on how they would accomplish their key foreign policy goals.,Trump
2247,237,237,"After tense exchanges on the issue, Gov. Gavin Newsom said he had made an overture to the federal government.",Trump
2248,238,238,Which isn’t good in an international crisis.,Trump
2249,239,239,"David Richter had been the front-runner in his House primary in New Jersey. That changed when the Democratic incumbent announced he was becoming a Republican, with the president’s support.",Trump
