,abstract,president
1271,Nixon bullied his Fed chair into lowering interest rates — a political move that wrecked the economy for years.,Trump
1272,"“In order to catch a selfish, idiotic hotel business guy, you have to send a selfish, idiotic hotel business guy,” Samantha Bee joked Wednesday.",Trump
1273,"The day after the first public impeachment hearing, Speaker Nancy Pelosi used the word “bribery,” mentioned in the Constitution’s impeachment clause, to describe President Trump’s conduct.",Trump
1274,President Trump is in Louisiana two days before the election hoping to break open a deadlocked race between the Democratic incumbent and the Republican nominee.,Trump
1275,What exactly did the United States get for the Turkish leader’s White House visit?,Trump
1276,"During the impeachment inquiry, Representative Adam B. Schiff asked Marie L. Yovanovitch to respond to a tweet President Trump sent during the former Ukraine ambassador’s testimony.",Trump
1277,The decision essentially stymies the Trump administration’s plan to resume the use of the death penalty.,Trump
1278,President Trump said on Wednesday that he opened a facility that makes computers for Apple. It’s been operating since 2013.,Trump
1279,Representative Terri Sewell of Alabama asked Marie L. Yovanovitch to describe the morale of her colleagues after she was ousted by President Trump.,Trump
1280,"Gordon Sondland, the ambassador to the European Union, delivered extraordinary testimony implicating the president and a group of top officials.",Trump
1281,The witnesses’ testimony on Wednesday was clear and alarming.,Trump
1282,The debate was often a referendum on a politician who has presented a challenge to the party.,Trump
1283,Congress now needs to hear from more witnesses before an impeachment vote.,Trump
1284,Ambassador Marie L. Yovanovitch was recalled from Ukraine after a long campaign against her by Rudolph Giuliani and his allies. Her boss told her she had “done nothing wrong.”,Trump
1285,It’s driving the impeachment inquiry. It’s dooming his presidency.,Trump
1286,A plum ambassadorship lands the cheerful hotelier in the red-hot middle of a fast-cooking impeachment crucible.,Trump
1287,The Democrat from New York will lead a crucial investigative panel involved in the impeachment inquiry into President Trump.,Trump
1288,Now there’s witness intimidation and clearer evidence he had no interest in cleaning up Ukraine.,Trump
1289,Ambassador Gordon Sondland testified that President Trump ordered a pressure campaign on Ukraine and that senior-most administration officials knew about it.,Trump
1290,"In the explosive impeachment-hearing appearance by Gordon Sondland, drama and farce were never far apart.",Trump
1291,"Ahead of a possible 2020 bid of his own, the billionaire and former mayor of New York City is dipping into his fortune to target President Trump with digital ads.",Trump
1292,"The case is simple, and the evidence supporting impeachment is now crystal clear.",Trump
1293,"House Republicans planned ahead, hoping to strike a respectful tone at Friday’s impeachment hearing. Mr. Trump’s tweet was exactly the kind of attack they had hoped to avoid.",Trump
1294,"William B. Taylor Jr., the top U.S. diplomat in Ukraine, and George P. Kent, a senior State Department official in charge of Ukraine policy, are testifying before the House Intelligence Committee for the first public hearing of the impeachment inquiry into President Trump.",Trump
1295,"A veteran diplomat, Mr. Hale will be pressed on the agency’s decision to recall the ambassador to Ukraine after a concerted smear campaign against her.",Trump
1296,"A career Defense Department official, Ms. Cooper will give insight into efforts to release the aid to Ukraine.",Trump
1297,"John R. Bolton, who left the White House in September, has emerged as perhaps the most conspicuous witness who has evaded House Democrats as they build their case.",Trump
1298,"A guest on the ‘Ingraham Angle,’ a Fox show, suggested that Lt. Col. Alexander S. Vindman, a key figure in the impeachment hearings, was guilty of spying.",Trump
1299,"Ahead of the Democratic debate on Wednesday, we asked Times readers what issues they most wanted the presidential candidates to discuss, and why.",Trump
1300,"Agents asked to speak with him last month but never did, though the bureau made clear to his lawyers that he was not the target of a continuing investigation.",Trump
1301,"Gordon D. Sondland, the U.S. ambassador to the European Union, told the House Intelligence Committee that President Trump directed him to work with Rudy Giuliani on matters related to Ukraine.",Trump
1302,"As Democratic presidential candidates gather to debate on Wednesday night, Barack Obama is increasingly pressing a 2020 message: Focus on defeating President Trump and ditch the ideological purity.",Trump
1303,"Gordon D. Sondland, the ambassador to the European Union, told the House Intelligence Committee that President Trump directed him to work with Rudy Giuliani to pressure Ukraine.",Trump
1304,A quieter day in Washington provided a chance to look at how the still-nascent investigation is being received across the country.,Trump
1305,"As public hearings began, William B. Taylor Jr., the top American diplomat in Ukraine, said he was told President Trump cared more about investigating Joe Biden than he did about Ukraine.",Trump
1306,The countries are wrapping up their most expansive joint military drills to date amid efforts to coordinate more ambitiously on challenges in the Indo-Pacific region.,Trump
